id,salary,age,name,gender,company,email,productCode,occupation,smoker,term,premium,sumassured,paymentType,policyStatus
1600,1861,39,Noreen Hahn,female,BITENDREX,noreenhahn@bitendrex.com,DDDD,AD,No,60,228,68398,DD,0
1601,3966,52,Christa Burnett,female,NAVIR,christaburnett@navir.com,BBB,AB,Yes,26,293,95054,Card,1
1602,2541,54,Trisha Schultz,female,MUSIX,trishaschultz@musix.com,DDDD,AD,No,45,141,253863,DD,1
1603,2880,58,Marcy Norman,female,NUTRALAB,marcynorman@nutralab.com,BBB,AB,Yes,22,140,285207,DD,1
1604,3862,55,Fuller Workman,male,SINGAVERA,fullerworkman@singavera.com,BBB,AB,No,53,186,34566,Card,0
1605,3437,45,Tiffany Crane,female,KENEGY,tiffanycrane@kenegy.com,CCC,AC,No,39,68,224237,DD,0
1606,1770,52,Browning Allen,male,TECHMANIA,browningallen@techmania.com,BBB,AB,No,54,298,157439,DD,0
1607,2127,30,Cortez Heath,male,AQUAMATE,cortezheath@aquamate.com,AAA,AC,Yes,58,237,138782,Card,0
1608,1204,47,Anderson Hart,male,KRAGGLE,andersonhart@kraggle.com,DDDD,AC,No,43,243,26958,Card,1
1609,1046,25,Elliott Jacobson,male,MARTGO,elliottjacobson@martgo.com,CCC,AD,No,37,42,239715,DD,0
1610,1035,49,Douglas Buckley,male,TECHADE,douglasbuckley@techade.com,AAA,AC,Yes,32,85,24600,DD,0
1611,3893,56,Woodard Battle,male,SNORUS,woodardbattle@snorus.com,DDDD,AC,No,51,108,288303,Card,0
1612,3986,23,Slater Shelton,male,ENAUT,slatershelton@enaut.com,DDDD,AB,Yes,24,150,123643,Card,0
1613,1602,37,Kinney Cannon,male,VERTON,kinneycannon@verton.com,DDDD,AA,Yes,9,283,15902,DD,0
1614,1585,32,Sexton Mcconnell,male,EXOSPEED,sextonmcconnell@exospeed.com,BBB,AD,No,59,162,210676,DD,1
1615,1148,46,Crawford Gill,male,KEENGEN,crawfordgill@keengen.com,AAA,AC,No,41,209,235789,DD,1
1616,3580,60,Clarissa Stafford,female,METROZ,clarissastafford@metroz.com,BBB,AD,No,42,96,196170,DD,0
1617,3878,55,Smith Charles,male,BLEENDOT,smithcharles@bleendot.com,DDDD,AD,Yes,58,34,239491,Card,1
1618,1018,43,Dunn Carlson,male,INCUBUS,dunncarlson@incubus.com,AAA,AA,Yes,40,108,139764,DD,0
1619,2520,42,Sparks Cain,male,GINKLE,sparkscain@ginkle.com,DDDD,AC,Yes,21,230,185746,DD,1
1620,2183,51,Marquita Buchanan,female,SLAX,marquitabuchanan@slax.com,DDDD,AC,No,49,181,75296,DD,0
1621,2957,36,Elnora Harrison,female,EXTREMO,elnoraharrison@extremo.com,AAA,AC,No,53,31,157084,DD,1
1622,2542,56,Mia Kinney,female,NEOCENT,miakinney@neocent.com,AAA,AC,Yes,17,198,277559,Card,0
1623,2789,48,Terry Russell,male,MONDICIL,terryrussell@mondicil.com,CCC,AD,Yes,48,159,197853,Card,0
1624,3464,49,Wallace Shaw,male,SOLAREN,wallaceshaw@solaren.com,BBB,AD,Yes,54,288,30515,Card,1
1625,3611,33,Riggs Arnold,male,UNDERTAP,riggsarnold@undertap.com,AAA,AD,No,17,173,279911,Card,1
1626,2092,42,Therese Albert,female,BESTO,theresealbert@besto.com,AAA,AC,No,18,286,102474,Card,1
1627,2171,26,Saunders Daniels,male,DEEPENDS,saundersdaniels@deepends.com,DDDD,AB,Yes,47,75,124592,Card,0
1628,1120,26,Iva Oneal,female,BUZZWORKS,ivaoneal@buzzworks.com,DDDD,AC,Yes,45,250,224860,DD,0
1629,2844,58,Jacquelyn Aguilar,female,CYTREX,jacquelynaguilar@cytrex.com,DDDD,AC,No,37,226,279629,DD,0
1630,3884,25,Latasha Lindsey,female,VICON,latashalindsey@vicon.com,DDDD,AD,No,18,265,296288,DD,0
1631,1678,54,Hicks Moran,male,INTERODEO,hicksmoran@interodeo.com,AAA,AB,No,7,13,165210,DD,1
1632,1514,23,Lucas Nelson,male,NITRACYR,lucasnelson@nitracyr.com,DDDD,AD,No,18,175,165219,DD,1
1633,3317,33,Edith Black,female,POWERNET,edithblack@powernet.com,BBB,AA,No,50,23,243174,DD,1
1634,3862,33,Contreras Rice,male,REVERSUS,contrerasrice@reversus.com,AAA,AC,No,22,285,176686,Card,0
1635,3264,29,Dalton Kaufman,male,PAWNAGRA,daltonkaufman@pawnagra.com,CCC,AC,No,27,90,166555,Card,1
1636,1184,55,Hardy Malone,male,ETERNIS,hardymalone@eternis.com,DDDD,AC,No,23,27,148765,Card,1
1637,1990,28,Marilyn Vasquez,female,GEOFORM,marilynvasquez@geoform.com,BBB,AB,No,18,128,21106,Card,0
1638,2109,46,Pennington Clements,male,XYLAR,penningtonclements@xylar.com,DDDD,AB,No,32,230,89492,DD,0
1639,2110,55,Ollie Burks,female,RAMEON,ollieburks@rameon.com,DDDD,AB,Yes,42,289,66248,Card,1
1640,3388,37,Forbes Stevens,male,DREAMIA,forbesstevens@dreamia.com,AAA,AC,Yes,46,136,24232,DD,1
1641,1813,29,Watkins Contreras,male,NAXDIS,watkinscontreras@naxdis.com,BBB,AA,Yes,33,141,54706,DD,0
1642,2751,42,Kristie Flowers,female,EXPOSA,kristieflowers@exposa.com,DDDD,AA,No,35,30,51568,Card,0
1643,1710,20,Erma Gardner,female,MOREGANIC,ermagardner@moreganic.com,CCC,AD,Yes,40,135,243119,DD,0
1644,3631,35,Walls Fernandez,male,ANOCHA,wallsfernandez@anocha.com,BBB,AA,Yes,54,292,230655,Card,1
1645,1554,29,Hickman Adams,male,OPPORTECH,hickmanadams@opportech.com,DDDD,AB,Yes,28,259,101607,Card,0
1646,2922,33,Kent Gibson,male,BIOLIVE,kentgibson@biolive.com,BBB,AD,Yes,44,104,174006,DD,0
1647,2126,54,Ford Myers,male,POLARAX,fordmyers@polarax.com,AAA,AC,Yes,24,145,100495,DD,1
1648,1182,60,Rosetta Pennington,female,MEDICROIX,rosettapennington@medicroix.com,BBB,AD,Yes,5,237,93465,Card,0
1649,2781,22,Townsend Floyd,male,TOURMANIA,townsendfloyd@tourmania.com,BBB,AB,No,20,212,215067,Card,1
1650,2104,27,Best Short,male,CORECOM,bestshort@corecom.com,AAA,AA,No,57,52,269152,DD,1
1651,2196,47,Naomi Blevins,female,ZOSIS,naomiblevins@zosis.com,AAA,AA,No,31,158,168178,Card,1
1652,3201,27,Ingram Hyde,male,KINDALOO,ingramhyde@kindaloo.com,CCC,AC,No,52,148,38789,Card,1
1653,2827,53,Newman Reese,male,REALYSIS,newmanreese@realysis.com,AAA,AC,No,16,29,9307,Card,1
1654,1836,54,Edwards Osborn,male,COLLAIRE,edwardsosborn@collaire.com,AAA,AA,No,52,128,295439,DD,0
1655,1695,43,Lisa Bernard,female,EQUICOM,lisabernard@equicom.com,BBB,AB,Yes,16,291,182409,Card,0
1656,2536,36,Dickson Delacruz,male,BITTOR,dicksondelacruz@bittor.com,AAA,AA,Yes,45,248,278912,DD,0
1657,2940,28,Jordan Cleveland,female,POOCHIES,jordancleveland@poochies.com,CCC,AB,No,15,181,150263,Card,0
1658,1277,51,Norman Reed,male,ACUSAGE,normanreed@acusage.com,CCC,AD,Yes,45,77,291863,Card,1
1659,3127,44,Summer Vinson,female,ENERSAVE,summervinson@enersave.com,BBB,AA,Yes,32,143,123811,Card,1
1660,1535,35,Houston Mcneil,male,GENESYNK,houstonmcneil@genesynk.com,BBB,AB,No,20,24,218777,Card,1
1661,3767,47,Simon Clemons,male,MULTIFLEX,simonclemons@multiflex.com,DDDD,AC,Yes,50,48,81782,DD,1
1662,1885,37,Anastasia Shepard,female,ISOSPHERE,anastasiashepard@isosphere.com,BBB,AA,Yes,10,250,85249,Card,1
1663,3390,25,Pitts Day,male,VORATAK,pittsday@voratak.com,DDDD,AC,Yes,20,250,56721,DD,1
1664,3817,50,Hoover Trevino,male,EZENTIA,hoovertrevino@ezentia.com,CCC,AD,No,39,297,65351,Card,1
1665,1515,30,Carissa Velasquez,female,XTH,carissavelasquez@xth.com,AAA,AB,No,13,44,223732,DD,1
1666,2806,36,Nikki Odonnell,female,OTHERSIDE,nikkiodonnell@otherside.com,AAA,AD,Yes,58,40,12897,DD,0
1667,2859,40,Vanessa Delaney,female,CALLFLEX,vanessadelaney@callflex.com,AAA,AB,Yes,40,109,22105,DD,0
1668,3504,37,Golden Campos,male,STEELTAB,goldencampos@steeltab.com,CCC,AA,No,54,169,154069,DD,0
1669,2195,34,Wilder Carver,male,FUTURITY,wildercarver@futurity.com,DDDD,AC,No,20,33,200529,DD,1
1670,1230,44,Figueroa Gillespie,male,SYNKGEN,figueroagillespie@synkgen.com,CCC,AC,No,46,215,144008,DD,1
1671,3530,37,Simpson Giles,male,DIGIPRINT,simpsongiles@digiprint.com,BBB,AB,No,59,75,30154,Card,1
1672,3376,25,Laverne Terrell,female,QUONK,laverneterrell@quonk.com,DDDD,AA,Yes,8,41,59577,Card,0
1673,2130,44,Weaver Wilkins,male,IMMUNICS,weaverwilkins@immunics.com,DDDD,AA,Yes,32,236,64772,Card,0
1674,2755,54,Shannon Lawson,female,TYPHONICA,shannonlawson@typhonica.com,BBB,AC,Yes,16,295,109178,Card,1
1675,3715,22,Alfreda Fisher,female,TURNABOUT,alfredafisher@turnabout.com,CCC,AB,No,44,147,31626,Card,1
1676,2377,37,Marshall Patel,male,BIFLEX,marshallpatel@biflex.com,AAA,AA,No,31,28,125881,DD,0
1677,2102,54,Rios Doyle,male,DENTREX,riosdoyle@dentrex.com,DDDD,AB,Yes,7,292,250858,DD,0
1678,3264,58,Nola Vargas,female,MOMENTIA,nolavargas@momentia.com,AAA,AD,No,32,269,24049,DD,1
1679,1296,27,Potter Waters,male,ENTALITY,potterwaters@entality.com,CCC,AA,Yes,23,42,64569,DD,1
1680,2518,46,Vilma Parker,female,MANTRO,vilmaparker@mantro.com,DDDD,AA,Yes,27,192,298187,Card,1
1681,1573,30,Dianne Santana,female,ORBIN,diannesantana@orbin.com,CCC,AB,Yes,37,155,110150,Card,1
1682,3470,20,Gates Underwood,male,MEMORA,gatesunderwood@memora.com,DDDD,AC,Yes,11,125,65224,DD,1
1683,1988,33,Washington Donovan,male,HATOLOGY,washingtondonovan@hatology.com,BBB,AC,No,7,105,42895,DD,1
1684,1988,31,Mollie Carson,female,ISOLOGICS,molliecarson@isologics.com,AAA,AB,No,35,124,13434,DD,0
1685,3867,24,Willie Woodard,female,MIRACLIS,williewoodard@miraclis.com,CCC,AA,Yes,25,12,225603,Card,1
1686,1198,22,Ochoa Mayo,male,ZOID,ochoamayo@zoid.com,AAA,AD,Yes,6,219,298434,Card,1
1687,3437,60,Holcomb Weeks,male,DATAGEN,holcombweeks@datagen.com,DDDD,AD,Yes,5,267,188933,DD,1
1688,3805,24,English Spence,male,ISOSTREAM,englishspence@isostream.com,DDDD,AB,No,59,289,105196,Card,1
1689,3734,25,Patton Alvarez,male,OMNIGOG,pattonalvarez@omnigog.com,CCC,AC,No,9,140,264910,Card,0
1690,3953,59,Stacie Beck,female,CAPSCREEN,staciebeck@capscreen.com,BBB,AA,No,30,109,299699,DD,0
1691,2965,54,Mitchell Holcomb,male,PORTALIS,mitchellholcomb@portalis.com,CCC,AD,Yes,36,289,105516,Card,1
1692,3885,45,Mabel Mcdonald,female,VURBO,mabelmcdonald@vurbo.com,CCC,AA,Yes,49,235,217320,DD,1
1693,2501,44,Erika Estrada,female,PYRAMI,erikaestrada@pyrami.com,AAA,AB,Yes,34,118,247023,Card,1
1694,3897,24,Karla Riley,female,ANARCO,karlariley@anarco.com,BBB,AB,Yes,23,298,5019,Card,1
1695,1932,56,Cherry Barrera,female,SLOGANAUT,cherrybarrera@sloganaut.com,DDDD,AC,Yes,32,216,296416,Card,0
1696,2091,58,Emerson Mccoy,male,PRISMATIC,emersonmccoy@prismatic.com,DDDD,AC,Yes,26,27,118468,Card,0
1697,1808,50,Kay Clayton,female,QUIZMO,kayclayton@quizmo.com,DDDD,AC,No,42,11,71247,Card,1
1698,2830,28,Porter Ward,male,BOILCAT,porterward@boilcat.com,DDDD,AD,No,19,35,60640,DD,1
1699,1882,56,Parks Marquez,male,EURON,parksmarquez@euron.com,AAA,AB,No,44,185,65994,DD,1
1700,1592,42,Chan Edwards,male,ROTODYNE,chanedwards@rotodyne.com,DDDD,AC,Yes,35,245,178012,Card,1
1701,1908,43,Bright Humphrey,male,AUTOMON,brighthumphrey@automon.com,AAA,AB,Yes,15,183,158472,DD,0
1702,3860,45,Justice Parks,male,EDECINE,justiceparks@edecine.com,DDDD,AA,Yes,9,94,146026,DD,0
1703,2222,31,Kara Payne,female,IDETICA,karapayne@idetica.com,AAA,AD,Yes,37,126,247336,DD,0
1704,3297,38,Penny Alvarado,female,DIGITALUS,pennyalvarado@digitalus.com,AAA,AC,No,24,260,79279,Card,0
1705,2890,55,Traci Graham,female,WATERBABY,tracigraham@waterbaby.com,CCC,AC,No,38,161,174122,DD,0
1706,1403,46,Alisha Walsh,female,TELLIFLY,alishawalsh@tellifly.com,BBB,AB,No,48,190,254966,DD,1
1707,2811,32,Neal Petersen,male,XURBAN,nealpetersen@xurban.com,DDDD,AD,No,56,290,81526,DD,1
1708,1615,55,Dominique Marks,female,PROSELY,dominiquemarks@prosely.com,BBB,AA,No,34,148,76426,Card,1
1709,3583,58,Wilcox Mcguire,male,IPLAX,wilcoxmcguire@iplax.com,DDDD,AC,No,37,21,74536,Card,1
1710,3256,20,Martha Love,female,ACUMENTOR,marthalove@acumentor.com,BBB,AB,No,51,170,136871,DD,1
1711,2088,56,Bass Lewis,male,MOBILDATA,basslewis@mobildata.com,BBB,AA,No,36,181,157526,Card,0
1712,1663,35,Sonia Baird,female,MICROLUXE,soniabaird@microluxe.com,BBB,AD,No,60,63,297281,DD,0
1713,3935,32,Carson Gamble,male,GEEKNET,carsongamble@geeknet.com,DDDD,AD,No,7,200,295626,Card,1
1714,1171,46,Lora Hurst,female,OULU,lorahurst@oulu.com,CCC,AC,No,35,21,282072,Card,0
1715,2682,52,Walsh Wright,male,OPTICOM,walshwright@opticom.com,BBB,AA,No,9,112,289759,Card,0
1716,2864,23,Viola Molina,female,NEXGENE,violamolina@nexgene.com,BBB,AA,No,49,253,59514,DD,0
1717,3867,57,Diana Kent,female,VIDTO,dianakent@vidto.com,AAA,AC,No,12,181,21699,Card,0
1718,3436,20,Glenna Mendoza,female,INSURON,glennamendoza@insuron.com,CCC,AA,Yes,42,107,258867,DD,0
1719,2618,46,Jackson Chen,male,UXMOX,jacksonchen@uxmox.com,CCC,AD,Yes,31,203,38197,DD,1
1720,1838,40,Shannon Gallegos,male,GOGOL,shannongallegos@gogol.com,DDDD,AA,No,8,228,93745,DD,0
1721,2160,48,Jillian Owen,female,BALUBA,jillianowen@baluba.com,AAA,AA,No,51,288,232153,Card,1
1722,3394,46,Barry Francis,male,SULFAX,barryfrancis@sulfax.com,AAA,AD,Yes,25,112,183580,Card,1
1723,1842,45,Kathleen Mcgee,female,SHEPARD,kathleenmcgee@shepard.com,DDDD,AD,Yes,5,89,233950,Card,0
1724,1206,21,Melanie Hopper,female,ENERFORCE,melaniehopper@enerforce.com,AAA,AA,No,29,42,241175,DD,0
1725,1274,26,Concepcion Kelly,female,QOT,concepcionkelly@qot.com,DDDD,AC,No,16,66,165566,Card,1
1726,3893,30,Carver Sawyer,male,ASSISTIX,carversawyer@assistix.com,BBB,AC,Yes,12,197,49548,Card,0
1727,2887,58,Rutledge Chan,male,ENTROPIX,rutledgechan@entropix.com,CCC,AC,Yes,41,27,19423,DD,1
1728,2066,59,Holmes Hodge,male,UNQ,holmeshodge@unq.com,CCC,AA,Yes,12,119,82862,Card,0
1729,2101,41,Cheryl Bryan,female,STELAECOR,cherylbryan@stelaecor.com,BBB,AC,Yes,40,144,125322,Card,1
1730,2035,46,Natalia Hanson,female,VIASIA,nataliahanson@viasia.com,DDDD,AB,Yes,43,269,52168,DD,1
1731,1046,21,Alvarado Hays,male,SONGLINES,alvaradohays@songlines.com,AAA,AD,No,46,221,37892,Card,0
1732,3985,55,Stanton Potts,male,REALMO,stantonpotts@realmo.com,DDDD,AD,No,14,62,34072,Card,1
1733,2661,25,Carey Yates,male,COGNICODE,careyyates@cognicode.com,DDDD,AA,Yes,15,102,223822,Card,0
1734,3140,53,Maggie Olson,female,XUMONK,maggieolson@xumonk.com,DDDD,AD,Yes,30,196,176184,DD,1
1735,3040,30,Patricia Conner,female,ORONOKO,patriciaconner@oronoko.com,CCC,AA,Yes,25,222,129617,Card,0
1736,2902,40,Emma Prince,female,FLUMBO,emmaprince@flumbo.com,BBB,AC,No,14,118,243846,DD,0
1737,2309,43,Kathryn Henry,female,INJOY,kathrynhenry@injoy.com,AAA,AA,Yes,8,231,50516,DD,1
1738,1363,33,Reid Dodson,male,ACRUEX,reiddodson@acruex.com,DDDD,AC,No,52,103,40487,Card,0
1739,3228,56,Carole Strong,female,MEDIFAX,carolestrong@medifax.com,BBB,AC,Yes,11,144,13779,DD,1
1740,3652,29,Parrish Rasmussen,male,ZAPHIRE,parrishrasmussen@zaphire.com,CCC,AD,Yes,18,284,54438,Card,0
1741,1685,31,Clayton Hunt,male,OATFARM,claytonhunt@oatfarm.com,DDDD,AB,No,12,17,197268,DD,0
1742,2379,22,Tonya Dean,female,KAGGLE,tonyadean@kaggle.com,CCC,AB,Yes,52,142,244509,DD,0
1743,2143,46,Beulah Holman,female,TRASOLA,beulahholman@trasola.com,BBB,AB,Yes,31,220,177819,Card,1
1744,1487,53,Kitty Barlow,female,HOPELI,kittybarlow@hopeli.com,CCC,AB,Yes,56,156,183787,DD,0
1745,1247,40,Klein Page,male,MARVANE,kleinpage@marvane.com,DDDD,AB,Yes,8,259,208602,Card,0
1746,3196,45,Dawn Whitaker,female,ZILLADYNE,dawnwhitaker@zilladyne.com,DDDD,AD,Yes,27,36,46680,Card,1
1747,3520,56,Millicent Schroeder,female,KOFFEE,millicentschroeder@koffee.com,CCC,AB,No,32,221,226274,Card,1
1748,3556,48,Jacobs Hull,male,ZINCA,jacobshull@zinca.com,BBB,AA,No,58,246,273017,Card,1
1749,3261,58,Wilkins Chase,male,OVATION,wilkinschase@ovation.com,BBB,AC,No,34,211,123166,DD,1
1750,2839,32,Schmidt Armstrong,male,KNEEDLES,schmidtarmstrong@kneedles.com,BBB,AA,Yes,55,289,24386,Card,1
1751,1931,26,Rochelle Leon,female,GLUKGLUK,rochelleleon@glukgluk.com,AAA,AD,No,35,261,237175,DD,0
1752,2259,33,Sarah Rodriguez,female,VOIPA,sarahrodriguez@voipa.com,CCC,AB,No,53,296,119517,Card,1
1753,2773,20,Lilia Figueroa,female,ACCEL,liliafigueroa@accel.com,CCC,AD,Yes,47,240,68399,DD,1
1754,2676,60,Moses Pratt,male,MATRIXITY,mosespratt@matrixity.com,AAA,AB,No,8,29,83915,DD,1
1755,1058,35,Rhonda Willis,female,EMTRAK,rhondawillis@emtrak.com,BBB,AB,No,36,254,227587,DD,1
1756,3008,55,Nolan Mack,male,SYNTAC,nolanmack@syntac.com,AAA,AB,Yes,48,189,189361,DD,0
1757,1767,55,Thomas Hatfield,male,BISBA,thomashatfield@bisba.com,CCC,AD,No,36,32,138156,Card,1
1758,3711,38,Montgomery Hensley,male,VENOFLEX,montgomeryhensley@venoflex.com,CCC,AB,No,34,181,58271,Card,0
1759,2500,28,Delia Burns,female,DATACATOR,deliaburns@datacator.com,BBB,AA,No,10,94,235589,Card,1
1760,1396,48,Lorena Buckner,female,ISOTRACK,lorenabuckner@isotrack.com,DDDD,AA,Yes,41,39,129723,DD,1
1761,2126,44,Garcia Frost,male,GADTRON,garciafrost@gadtron.com,DDDD,AB,No,12,268,260343,DD,1
1762,3424,40,Eva Lott,female,OCEANICA,evalott@oceanica.com,AAA,AD,Yes,7,206,105263,DD,1
1763,3761,35,Miller Park,male,NETPLAX,millerpark@netplax.com,DDDD,AA,Yes,49,18,73136,DD,1
1764,1866,57,Briana Chandler,female,FURNITECH,brianachandler@furnitech.com,CCC,AC,No,46,102,235226,Card,1
1765,2653,59,Graves Navarro,male,TROLLERY,gravesnavarro@trollery.com,BBB,AB,No,51,121,175583,DD,0
1766,3724,41,Adrienne Middleton,female,PULZE,adriennemiddleton@pulze.com,DDDD,AB,Yes,8,46,185042,DD,1
1767,2208,29,Short Sykes,male,SLAMBDA,shortsykes@slambda.com,AAA,AC,Yes,6,72,70798,DD,0
1768,3924,38,Mcfadden Sharpe,male,SPORTAN,mcfaddensharpe@sportan.com,AAA,AB,Yes,16,165,23951,DD,1
1769,3769,31,Horne Stokes,male,NORSUL,hornestokes@norsul.com,AAA,AB,Yes,21,70,31187,Card,0
1770,1135,33,Mcfarland Rhodes,male,EARBANG,mcfarlandrhodes@earbang.com,CCC,AB,Yes,44,296,256471,Card,0
1771,1113,24,Janie Wilson,female,BALOOBA,janiewilson@balooba.com,BBB,AA,Yes,36,178,104698,DD,0
1772,3766,53,Shawna Mccray,female,HINWAY,shawnamccray@hinway.com,CCC,AD,Yes,17,50,13811,Card,0
1773,2550,35,Ratliff Spears,male,LIQUIDOC,ratliffspears@liquidoc.com,AAA,AD,No,47,233,30374,Card,0
1774,2202,52,Campbell Holder,male,NEBULEAN,campbellholder@nebulean.com,DDDD,AA,Yes,28,167,153930,Card,1
1775,3807,38,Cleveland Kirkland,male,ZENSURE,clevelandkirkland@zensure.com,CCC,AD,Yes,46,270,69459,Card,0
1776,2273,42,Kasey Griffith,female,REMOTION,kaseygriffith@remotion.com,AAA,AA,Yes,18,59,232774,DD,1
1777,2847,35,Georgette Branch,female,SATIANCE,georgettebranch@satiance.com,AAA,AD,Yes,17,116,284352,Card,0
1778,1257,42,Randi Witt,female,SPHERIX,randiwitt@spherix.com,BBB,AD,Yes,37,139,246158,DD,0
1779,2222,23,Orr Langley,male,GINKOGENE,orrlangley@ginkogene.com,DDDD,AB,Yes,31,217,257388,Card,1
1780,2467,46,West Diaz,male,HONOTRON,westdiaz@honotron.com,BBB,AC,No,33,223,153858,Card,0
1781,2422,33,Angelita Evans,female,BYTREX,angelitaevans@bytrex.com,CCC,AA,No,55,281,39173,Card,0
1782,3684,38,Consuelo Grant,female,QUALITERN,consuelogrant@qualitern.com,BBB,AD,Yes,42,256,53368,DD,1
1783,3099,24,Deana Booth,female,SLUMBERIA,deanabooth@slumberia.com,DDDD,AC,No,47,63,79012,Card,1
1784,1304,44,Evans Walls,male,SULTRAX,evanswalls@sultrax.com,AAA,AA,No,34,106,105615,Card,0
1785,1727,58,Pearson Mathews,male,CALCU,pearsonmathews@calcu.com,AAA,AB,Yes,8,55,206071,DD,1
1786,1644,42,Stefanie Blankenship,female,CINESANCT,stefanieblankenship@cinesanct.com,CCC,AA,No,15,232,111630,Card,0
1787,2804,29,Richmond Fox,male,XLEEN,richmondfox@xleen.com,CCC,AD,Yes,20,122,91756,DD,0
1788,3147,60,Dale Cash,female,PHUEL,dalecash@phuel.com,DDDD,AB,No,26,67,146985,Card,1
1789,1337,20,Richards Roach,male,GEEKETRON,richardsroach@geeketron.com,CCC,AA,Yes,9,48,93663,Card,1
1790,2508,55,Chavez Sloan,male,ZOARERE,chavezsloan@zoarere.com,BBB,AC,No,26,141,71238,Card,0
1791,2603,46,Jocelyn Hamilton,female,AQUASURE,jocelynhamilton@aquasure.com,BBB,AC,Yes,54,256,290091,Card,1
1792,3052,60,Manning Cooper,male,SUREMAX,manningcooper@suremax.com,DDDD,AD,No,42,117,41216,DD,1
1793,2622,38,Hess Goodman,male,EXODOC,hessgoodman@exodoc.com,AAA,AB,No,30,111,254505,Card,0
1794,2705,45,Buckley Bright,male,STOCKPOST,buckleybright@stockpost.com,DDDD,AB,No,40,182,233440,DD,0
1795,2494,32,Shelley Klein,female,ZIDOX,shelleyklein@zidox.com,CCC,AD,Yes,37,248,229853,DD,1
1796,3090,26,Fry Jennings,male,TELPOD,fryjennings@telpod.com,BBB,AB,No,55,266,228629,Card,1
1797,3222,60,Yates Farmer,male,DANCITY,yatesfarmer@dancity.com,DDDD,AC,No,31,290,86762,Card,0
1798,3241,31,Chen Rocha,male,VORTEXACO,chenrocha@vortexaco.com,BBB,AA,Yes,60,194,245898,Card,0
1799,3362,58,Leigh Stephenson,female,INTERGEEK,leighstephenson@intergeek.com,CCC,AD,No,38,158,85482,Card,0
1800,2482,39,Beryl Boyer,female,QUADEEBO,berylboyer@quadeebo.com,BBB,AC,Yes,36,87,25402,Card,1
1801,1948,33,Hampton Mcbride,male,AQUAFIRE,hamptonmcbride@aquafire.com,CCC,AB,No,42,168,174621,Card,1
1802,1899,42,Ines Tyler,female,ZENCO,inestyler@zenco.com,DDDD,AD,Yes,56,40,59892,Card,1
1803,1109,47,Lola Mclaughlin,female,CENTREGY,lolamclaughlin@centregy.com,AAA,AD,No,37,42,168752,Card,0
1804,2458,35,Magdalena Mcfarland,female,GENMOM,magdalenamcfarland@genmom.com,AAA,AB,No,35,74,247588,DD,0
1805,1534,51,Payne Coleman,male,RECRISYS,paynecoleman@recrisys.com,CCC,AA,Yes,8,95,197585,DD,0
1806,1404,35,Shelia Gaines,female,SIGNITY,sheliagaines@signity.com,AAA,AC,No,34,112,153702,Card,1
1807,3460,50,Conway Stein,male,CUBIX,conwaystein@cubix.com,DDDD,AB,No,20,297,96913,Card,0
1808,1969,31,Marks Garcia,male,PIGZART,marksgarcia@pigzart.com,BBB,AC,Yes,33,155,24201,DD,0
1809,2975,37,Pacheco Jordan,male,VITRICOMP,pachecojordan@vitricomp.com,CCC,AC,No,13,249,284545,DD,1
1810,3605,36,Eaton Wynn,male,ENOMEN,eatonwynn@enomen.com,BBB,AA,Yes,42,241,210296,DD,1
1811,2624,60,Bette Talley,female,XOGGLE,bettetalley@xoggle.com,DDDD,AA,No,30,180,52188,Card,0
1812,3912,32,Little Harding,male,SAVVY,littleharding@savvy.com,BBB,AC,Yes,35,241,121367,Card,1
1813,3190,36,Hurley Gray,male,HAIRPORT,hurleygray@hairport.com,BBB,AB,No,48,29,192150,Card,0
1814,2148,47,Lacy Clay,female,THREDZ,lacyclay@thredz.com,BBB,AC,Yes,41,38,236116,DD,1
1815,2646,51,Oneal Velazquez,male,CUJO,onealvelazquez@cujo.com,AAA,AB,Yes,34,285,10351,DD,0
1816,2798,36,Reynolds Wiley,male,STROZEN,reynoldswiley@strozen.com,DDDD,AD,Yes,18,257,154536,Card,0
1817,1415,59,Tracy Colon,female,ZENTIX,tracycolon@zentix.com,BBB,AC,Yes,33,248,288591,Card,0
1818,3816,48,Stokes Dominguez,male,GRACKER,stokesdominguez@gracker.com,AAA,AC,Yes,37,256,29394,Card,0
1819,2827,54,Terrell Burch,male,AMRIL,terrellburch@amril.com,BBB,AC,Yes,28,78,170498,Card,1
1820,1186,32,Inez Bray,female,OHMNET,inezbray@ohmnet.com,AAA,AA,No,53,40,215566,DD,1
1821,2625,38,Wendy Delgado,female,INQUALA,wendydelgado@inquala.com,AAA,AB,No,55,34,55874,Card,1
1822,1621,36,Rosanne Wood,female,RODEOMAD,rosannewood@rodeomad.com,AAA,AB,Yes,14,259,119101,Card,0
1823,1246,24,Boyd Ferguson,male,FARMAGE,boydferguson@farmage.com,CCC,AB,Yes,29,54,271552,Card,1
1824,2019,58,Janice Houston,female,INTRAWEAR,janicehouston@intrawear.com,AAA,AB,Yes,39,201,59882,DD,0
1825,1146,53,Lorene Whitley,female,SENMAO,lorenewhitley@senmao.com,AAA,AB,No,51,261,43857,Card,1
1826,1569,28,Darla Baxter,female,BRISTO,darlabaxter@bristo.com,CCC,AA,Yes,7,201,281034,Card,0
1827,2912,58,Adela Carroll,female,QUOTEZART,adelacarroll@quotezart.com,DDDD,AD,Yes,29,25,125716,Card,0
